HEMISPHERELONG,CONTINENT,WHOREGION,FLULONG,Country,Year,Week,SDATE,EDATE,AGEGROUP_CODE,ILI_CASES,ILI_OUTPATIENTS,ILI_POP_COV,ILI_OUT_RATE,ILI_POP_RATE,ILI_SAMPLED,ILI_INF_POS,ILI_INF_NEG,ILI_COVID19_TESTED,ILI_COVID19_POS,ILI_COVID19_NEG,ILI_COVID19_RATIO,SARI_CASES,SARI_INPATIENTS,SARI_POP_COV,SARI_IN_RATE,SARI_POP_RATE,SARI_SAMPLED,SARI_INF_POS,SARI_INF_NEG,SARI_COVID19_TESTED,SARI_COVID19_POS,SARI_COVID19_NEG,SARI_COVID19_RATIO,ARI_CASES,ARI_OUTPATIENTS,ARI_POP_COV,ARI_OUT_RATE,ARI_POP_RATE,PNEU_CASES,PNEU_INPATIENTS,PNEU_POP_COV,PNEU_IN_RATE,PNEU_POP_RATE,GEOSPREAD,INTENSITY,TREND,IMPACT
Northern hemishere,Europe,EUR,Northern Europe,Iceland,2021,17,2021-04-26,2021-05-02,All,3,,368792,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2021,16,2021-04-19,2021-04-25,All,77,,64999,,118.46,,,,,,,,,,,,,,,,,,,,403,,64999,,620.01,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Iceland,2021,16,2021-04-19,2021-04-25,All,0,,368792,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2021,16,2021-04-19,2021-04-25,All,55,,279781,,19.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2021,15,2021-04-12,2021-04-18,All,50,,55304,,90.41,,,,,,,,,,,,,,,,,,,,371,,55304,,670.84,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2021,15,2021-04-12,2021-04-18,All,39,,292194,,13.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,Northern Europe,Iceland,2021,15,2021-04-12,2021-04-18,All,1,,368792,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2021,14,2021-04-05,2021-04-11,All,55,,55542,,99.02,,,,,,,,,,,,,,,,,,,,389,,55542,,700.37,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Iceland,2021,14,2021-04-05,2021-04-11,All,2,,368792,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2021,14,2021-04-05,2021-04-11,All,39,,302194,,12.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2021,13,2021-03-29,2021-04-04,All,90,,68895,,130.63,,,,,,,,,,,,,,,,,,,,600,,68895,,870.89,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Iceland,2021,13,2021-03-29,2021-04-04,All,1,,368792,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2021,13,2021-03-29,2021-04-04,All,39,,289759,,13.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2021,12,2021-03-22,2021-03-28,All,114,,67417,,169.10,,,,,,,,,,,,,,,,,,,,878,,67417,,1302.34,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2021,12,2021-03-22,2021-03-28,All,75,,303378,,24.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,Northern Europe,Iceland,2021,12,2021-03-22,2021-03-28,All,2,,368792,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2021,11,2021-03-15,2021-03-21,All,118,,68039,,173.43,,,,,,,,,,,,,,,,,,,,724,,68039,,1064.10,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Iceland,2021,11,2021-03-15,2021-03-21,All,1,,364134,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2021,11,2021-03-15,2021-03-21,All,35,,307584,,11.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2021,10,2021-03-08,2021-03-14,All,101,,61977,,162.96,,,,,,,,,,,,,,,,,,,,573,,61977,,924.54,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Iceland,2021,10,2021-03-08,2021-03-14,All,1,,364134,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2021,10,2021-03-08,2021-03-14,All,36,,294694,,12.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2021,9,2021-03-01,2021-03-07,All,82,,67292,,121.86,,,,,,,,,,,,,,,,,,,,466,,67292,,692.50,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2021,9,2021-03-01,2021-03-07,All,34,,294429,,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,Northern Europe,Iceland,2021,9,2021-03-01,2021-03-07,All,1,,364134,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2021,8,2021-02-22,2021-02-28,All,61,,64792,,94.15,,,,,,,,,,,,,,,,,,,,486,,64792,,750.09,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Iceland,2021,8,2021-02-22,2021-02-28,All,0,,364134,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2021,8,2021-02-22,2021-02-28,All,46,,302194,,15.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2021,7,2021-02-15,2021-02-21,All,87,,62112,,140.07,,,,,,,,,,,,,,,,,,,,485,,62112,,780.85,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2021,7,2021-02-15,2021-02-21,All,36,,304628,,11.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,Northern Europe,Iceland,2021,7,2021-02-15,2021-02-21,All,3,,364134,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2021,6,2021-02-08,2021-02-14,All,44,,72329,,60.83,,,,,,,,,,,,,,,,,,,,509,,72329,,703.73,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2021,6,2021-02-08,2021-02-14,All,53,,294184,,18.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,Northern Europe,Iceland,2021,6,2021-02-08,2021-02-14,All,3,,364134,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2021,5,2021-02-01,2021-02-07,All,104,,72937,,142.59,,,,,,,,,,,,,,,,,,,,684,,72937,,937.80,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Iceland,2021,5,2021-02-01,2021-02-07,All,2,,364134,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2021,5,2021-02-01,2021-02-07,All,68,,307584,,22.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2021,4,2021-01-25,2021-01-31,All,118,,69495,,169.80,,,,,,,,,,,,,,,,,,,,605,,69495,,870.57,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2021,4,2021-01-25,2021-01-31,All,88,,304935,,28.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,Northern Europe,Iceland,2021,4,2021-01-25,2021-01-31,All,0,,364134,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2021,3,2021-01-18,2021-01-24,All,50,,72988,,68.50,,,,,,,,,,,,,,,,,,,,501,,72988,,686.41,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2021,3,2021-01-18,2021-01-24,All,138,,309134,,44.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2021,2,2021-01-11,2021-01-17,All,83,,72563,,114.38,,,,,,,,,,,,,,,,,,,,411,,72563,,566.40,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2021,2,2021-01-11,2021-01-17,All,220,,309134,,71.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2021,1,2021-01-04,2021-01-10,All,87,,69233,,125.66,,,,,,,,,,,,,,,,,,,,372,,69233,,537.32,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2021,1,2021-01-04,2021-01-10,All,351,,292404,,120.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,53,2020-12-28,2021-01-03,All,28,,53733,,52.11,,,,,,,,,,,,,,,,,,,,254,,53733,,472.71,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,53,2020-12-28,2021-01-03,All,190,,301584,,63.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,52,2020-12-21,2020-12-27,All,25,,52839,,47.31,,,,,,,,,,,,,,,,,,,,211,,52839,,399.33,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,52,2020-12-21,2020-12-27,All,124,,290666,,42.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,51,2020-12-14,2020-12-20,All,83,,61869,,134.15,,,,,,,,,,,,,,,,,,,,478,,61869,,772.60,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,51,2020-12-14,2020-12-20,All,127,,303247,,41.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,50,2020-12-07,2020-12-13,All,103,,66643,,154.55,,,,,,,,,,,,,,,,,,,,472,,66643,,708.25,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,50,2020-12-07,2020-12-13,All,85,,302150,,28.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,49,2020-11-30,2020-12-06,All,106,,63474,,167.00,,,,,,,,,,,,,,,,,,,,432,,63474,,680.59,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,49,2020-11-30,2020-12-06,All,65,,300934,,21.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,48,2020-11-23,2020-11-29,All,96,,61427,,156.28,,,,,,,,,,,,,,,,,,,,318,,61427,,517.69,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,48,2020-11-23,2020-11-29,All,57,,302034,,18.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,47,2020-11-16,2020-11-22,All,125,,64861,,192.72,,,,,,,,,,,,,,,,,,,,325,,64861,,501.07,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,47,2020-11-16,2020-11-22,All,53,,293184,,18.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,46,2020-11-09,2020-11-15,All,144,,64350,,223.78,,,,,,,,,,,,,,,,,,,,381,,64350,,592.07,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,46,2020-11-09,2020-11-15,All,47,,301584,,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,45,2020-11-02,2020-11-08,All,158,,63349,,249.41,,,,,,,,,,,,,,,,,,,,465,,63349,,734.03,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,45,2020-11-02,2020-11-08,All,47,,279340,,16.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,44,2020-10-26,2020-11-01,All,296,,66282,,446.58,,,,,,,,,,,,,,,,,,,,713,,66282,,1075.71,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,44,2020-10-26,2020-11-01,All,47,,299434,,15.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,43,2020-10-19,2020-10-25,All,302,,66285,,455.61,,,,,,,,,,,,,,,,,,,,839,,66285,,1265.75,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,43,2020-10-19,2020-10-25,All,105,,297131,,35.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,42,2020-10-12,2020-10-18,All,221,,60446,,365.62,,,,,,,,,,,,,,,,,,,,740,,60446,,1224.23,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,42,2020-10-12,2020-10-18,All,90,,286250,,31.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,41,2020-10-05,2020-10-11,All,106,,69062,,153.49,,,,,,,,,,,,,,,,,,,,671,,69062,,971.59,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,41,2020-10-05,2020-10-11,All,97,,289734,,33.48,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,40,2020-09-28,2020-10-04,All,89,,68074,,130.74,,,,,,,,,,,,,,,,0,0,,,619,,68074,,909.30,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,40,2020-09-28,2020-10-04,All,59,,269063,,21.93,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,39,2020-09-21,2020-09-27,All,115,,73448,,156.57,,,,,,,,,,,,,,,,0,0,,,768,,73448,,1045.64,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,39,2020-09-21,2020-09-27,All,84,,214427,,39.17,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,38,2020-09-14,2020-09-20,All,99,,65212,,151.81,,,,,,,,,,,,,,,,0,0,,,805,,65212,,1234.44,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,38,2020-09-14,2020-09-20,All,115,,276454,,41.60,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,37,2020-09-07,2020-09-13,All,122,,62518,,195.14,,,,,,,,,,,,,,,,0,0,,,637,,62518,,1018.91,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,37,2020-09-07,2020-09-13,All,81,,271155,,29.87,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,36,2020-08-31,2020-09-06,All,62,,61895,,100.17,,,,,,,,,,,,,,,,0,0,,,261,,61895,,421.68,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,36,2020-08-31,2020-09-06,All,68,,278541,,24.41,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,35,2020-08-24,2020-08-30,All,19,,55947,,33.96,,,,,,,,,,,,,,,,0,0,,,171,,55947,,305.65,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,35,2020-08-24,2020-08-30,All,66,,286291,,23.05,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,34,2020-08-17,2020-08-23,All,30,,54101,,55.45,,,,,,,,,,,,,,,,0,0,,,174,,54101,,321.62,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,34,2020-08-17,2020-08-23,All,46,,277252,,16.59,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,33,2020-08-10,2020-08-16,All,17,,54619,,31.12,,,,,,,,,,,,,,,,0,0,,,152,,54619,,278.29,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,33,2020-08-10,2020-08-16,All,37,,274372,,13.49,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,32,2020-08-03,2020-08-09,All,27,,67511,,39.99,,,,,,,,,,,,,,,,0,0,,,200,,67511,,296.25,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,32,2020-08-03,2020-08-09,All,8,,286291,,2.79,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,31,2020-07-27,2020-08-02,All,24,,57046,,42.07,,,,,,,,,,,,,,,,0,0,,,262,,57046,,459.28,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,31,2020-07-27,2020-08-02,All,13,,288141,,4.51,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,30,2020-07-20,2020-07-26,All,31,,55660,,55.70,,,,,,,,,,,,,,,,0,0,,,220,,55660,,395.26,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,30,2020-07-20,2020-07-26,All,15,,288141,,5.21,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,29,2020-07-13,2020-07-19,All,26,,45678,,56.92,,,,,,,,,,,,,,,,0,0,,,194,,45678,,424.71,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,29,2020-07-13,2020-07-19,All,19,,288141,,6.59,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,28,2020-07-06,2020-07-12,All,23,,70789,,32.49,,,,,,,,,,,,,,,,0,0,,,355,,70789,,501.49,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,28,2020-07-06,2020-07-12,All,18,,286291,,6.29,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,27,2020-06-29,2020-07-05,All,30,,71170,,42.15,,,,,,,,,,,,,,,,0,0,,,280,,71170,,393.42,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,27,2020-06-29,2020-07-05,All,11,,286291,,3.84,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,26,2020-06-22,2020-06-28,All,52,,76119,,68.31,,,,,,,,,,,,,,,,0,0,,,351,,76119,,461.12,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,26,2020-06-22,2020-06-28,All,10,,288141,,3.47,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,25,2020-06-15,2020-06-21,All,64,,78945,,81.07,,,,,,,,,,,,,,,,0,0,,,302,,78945,,382.54,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,25,2020-06-15,2020-06-21,All,8,,286291,,2.79,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,24,2020-06-08,2020-06-14,All,56,,84596,,66.20,,,,,,,,,,,,,,,,0,0,,,261,,84596,,308.53,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,24,2020-06-08,2020-06-14,All,2,,288141,,0.69,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,23,2020-06-01,2020-06-07,All,38,,81714,,46.50,,,,,,,,,,,,,,,,0,0,,,194,,81714,,237.41,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,23,2020-06-01,2020-06-07,All,7,,259270,,2.70,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,22,2020-05-25,2020-05-31,All,33,,72691,,45.40,,,,,,,,,,,,,,,,0,0,,,176,,72691,,242.12,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,22,2020-05-25,2020-05-31,All,18,,286291,,6.29,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,21,2020-05-18,2020-05-24,All,63,,70969,,88.77,,,,,,,,,,,,,,,,0,0,,,152,,70969,,214.18,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,21,2020-05-18,2020-05-24,All,43,,288141,,14.92,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,20,2020-05-11,2020-05-17,All,71,,72227,,98.30,,,,,,,,,,,,,,,,0,0,,,215,,72227,,297.67,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,20,2020-05-11,2020-05-17,All,44,,288141,,15.27,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,19,2020-05-04,2020-05-10,All,89,,81236,,109.56,,,,,,,,,,,,,,,,0,0,,,246,,81236,,302.82,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,19,2020-05-04,2020-05-10,All,32,,283107,,11.30,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,18,2020-04-27,2020-05-03,All,56,,65468,,85.54,,,,,,,,,,,,,,,,0,0,,,169,,65468,,258.14,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,18,2020-04-27,2020-05-03,All,57,,286054,,19.93,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,17,2020-04-20,2020-04-26,All,72,,74673,,96.42,,,,,,,,,,,,,,,,0,0,,,293,,74673,,392.38,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,17,2020-04-20,2020-04-26,All,52,,288141,,18.05,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,16,2020-04-13,2020-04-19,All,99,,71646,,138.18,,,,,,,,,,,,,,,,0,0,,,257,,71646,,358.71,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,16,2020-04-13,2020-04-19,All,65,,285991,,22.73,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,15,2020-04-06,2020-04-12,All,112,,54781,,204.45,,,,,,,,,,,,,,,,0,0,,,265,,54781,,483.74,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,15,2020-04-06,2020-04-12,All,91,,284141,,32.03,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,14,2020-03-30,2020-04-05,All,287,,59425,,482.96,,,,,,,,,,,,,,,,2,1,,,555,,59425,,933.95,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,14,2020-03-30,2020-04-05,All,119,,286467,,41.54,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,13,2020-03-23,2020-03-29,All,417,,79281,,525.98,,,,,,,,,,,,,,,,61,24,,,1042,,79281,,1314.31,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,13,2020-03-23,2020-03-29,All,374,,227616,,164.31,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2,,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,12,2020-03-16,2020-03-22,All,508,,71916,,706.38,,,,,,,,,,,,,,,,207,70,,,1616,,71916,,2247.07,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,12,2020-03-16,2020-03-22,All,503,,268185,,187.56,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2,,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,11,2020-03-09,2020-03-15,All,316,,79431,,397.83,,,,,,,,,,,,,,,,172,6,,,1487,,79431,,1872.07,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,11,2020-03-09,2020-03-15,All,33,,267481,,12.34,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2,,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,10,2020-03-02,2020-03-08,All,198,,63269,,312.95,,,,,,,,,,,,,,,,154,2,,,1049,,63269,,1658.00,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,10,2020-03-02,2020-03-08,All,35,,291468,,12.01,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2,,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,9,2020-02-24,2020-03-01,All,200,,76454,,261.60,,,,,,,,,,,,,,,,163,0,,,913,,76454,,1194.18,,,,,,4,1,1,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,9,2020-02-24,2020-03-01,All,29,,293843,,9.87,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2,,1,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,8,2020-02-17,2020-02-23,All,314,,81730,,384.19,,,,,,,,,,,,,,,,158,0,,,1018,,81730,,1245.56,,,,,,4,1,1,1
